Id: 1, Sentence: My body cast a shadow over the grass. The sun was rising. it was cut., Option1: the grass, Option2: the grass, Answer: the grass
Id: 1026, Sentence: We forgot the water in the teapot. The teapot whistled. it cooled., Option1: the teapot, Option2: the teapot, Answer: the teapot
Id: 1027, Sentence: The city re-elected the mayor. it fulfilled his promises. The city cut its budget., Option1: the mayor, Option2: the mayor, Answer: the mayor
Id: 1028, Sentence: The city re-elected the mayor. The mayor fulfilled his promises. it cut its budget., Option1: the city, Option2: the city, Answer: the city
Id: 1029, Sentence: The city had spent too much money. The city cut it. The mayor fulfilled his promises., Option1: its budget, Option2: its budget, Answer: its budget
Id: 1030, Sentence: The woman exaggerated the details of the story. She felt shy. it wanted attention., Option1: she, Option2: she, Answer: she
Id: 1031, Sentence: The woman did not tell the story to anyone. She felt shy. it wanted attention., Option1: she, Option2: she, Answer: she
Id: 1032, Sentence: The woman hit a midlife crisis. She went sky diving. it retired., Option1: she, Option2: she, Answer: she
Id: 1033, Sentence: The woman did not want to work anymore. She went sky diving. it retired., Option1: she, Option2: she, Answer: she
Id: 1034, Sentence: The man went into denial about the tragedy. He got over it easily. it refused to talk about it., Option1: he, Option2: he, Answer: he
Id: 1035, Sentence: The man dealt well with the tragedy. He refused to talk about it. it got over it easily., Option1: he, Option2: he, Answer: he
Id: 1036, Sentence: The girl had a phobia of dogs. She was bitten by a dog. She rescued it., Option1: an abandoned dog, Option2: an abandoned dog, Answer: an abandoned dog
Id: 1037, Sentence: The girl got yet another dog. She was bitten by a dog. it rescued an abandoned dog., Option1: she, Option2: she, Answer: she
Id: 1038, Sentence: I made a resolution to eat a healthy diet. it attended a yoga class. I bought fruits and vegetables., Option1: i, Option2: i, Answer: i
Id: 1039, Sentence: I made a resolution to eat a healthy diet. I attended a yoga class. it bought fruitts and vegetables., Option1: i, Option2: i, Answer: i
Id: 1040, Sentence: I made a resolution to eat a healthy diet. I attended a yoga class. I bought fruits and it., Option1: vegetables, Option2: vegetables, Answer: vegetables
Id: 1041, Sentence: I made a resolution to become fitter. it attended a yoga class. I bought fruits and vegetables., Option1: i, Option2: i, Answer: i
Id: 1042, Sentence: I made a resolution to become fitter. I attended a yoga class. I bought fruits and it., Option1: vegetables, Option2: vegetables, Answer: vegetables
Id: 1043, Sentence: I made a resolution to become fitter. I attended a yoga class. I bought fruits and it., Option1: vegetables, Option2: vegetables, Answer: vegetables
Id: 1044, Sentence: The patient went into a coma. He suffered brain damage. He suffered it., Option1: emotional trauma, Option2: emotional trauma, Answer: emotional trauma
Id: 1045, Sentence: The patient went into a fugue state. He suffered emotional trauma. He suffered it., Option1: brain damage, Option2: brain damage, Answer: brain damage
Id: 1046, Sentence: The woman spotted her friend from across the room. it escaped. The woman waved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1047, Sentence: The woman spotted her friend from across the room. The woman escaped. it waved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1048, Sentence: The woman spotted her friend from across the room. The woman escaped. it waved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1049, Sentence: The woman was not arrested by police. it escaped. The woman waved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1050, Sentence: The woman was not arrested by police. The woman escaped. it waved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1051, Sentence: The woman was not arrested by police. The woman escaped. it waved., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1052, Sentence: The mother needed help looking after her children. She sent the children to daycare. She gave up it of the children., Option1: custody, Option2: custody, Answer: custody
Id: 1053, Sentence: The mother needed help looking after her children. She sent the children to daycare. She gave up custody of it., Option1: the children, Option2: the children, Answer: the children
Id: 1054, Sentence: The man wanted to save money. He cut back on making frivolous purchases. He withdrew it from his savings account., Option1: money, Option2: money, Answer: money
Id: 1055, Sentence: The man wanted to save money. He cut back on making frivolous purchases. He withdrew money from it., Option1: his savings account, Option2: his savings account, Answer: his savings account
Id: 1056, Sentence: The man wanted to spend money. He cut back on making frivolous purchases. He withdrew money from it., Option1: his savings account, Option2: his savings account, Answer: his savings account
Id: 1057, Sentence: The man wanted to spend money. He cut back on making frivolous purchases. He withdrew money from it., Option1: his savings account, Option2: his savings account, Answer: his savings account
Id: 1058, Sentence: The librarian located the book in the stacks. I requested the librarian's help. it was checked out., Option1: the book, Option2: the book, Answer: the book
Id: 1059, Sentence: The librarian told me that I couldn't borrow the book. it was checked out. I requested the librarian's help., Option1: the book, Option2: the book, Answer: the book
Id: 1060, Sentence: The librarian told me that I couldn't borrow the book. The book was checked out. it requested the litbraritan's help., Option1: i, Option2: i, Answer: i
Id: 1061, Sentence: The mother became eye level with her son. She held his hand. it squatted down., Option1: she, Option2: she, Answer: she
Id: 1062, Sentence: The son had to walk as fast as his mother. She held his hand. it squatted down., Option1: she, Option2: she, Answer: she
Id: 1063, Sentence: I packed up my belongings. it was huntitng for a new apartment. I was moving out of my apartment., Option1: i, Option2: i, Answer: i
Id: 1064, Sentence: I packed up my belongings. I was hunting for a new apartment. I was moving out of it., Option1: my apartment, Option2: my apartment, Answer: my apartment
Id: 1065, Sentence: I packed up my belongings. I was hunting for a new apartment. it was movitng out of my apartment., Option1: i, Option2: i, Answer: i
Id: 1066, Sentence: I called several realtors. I was hunting for it. I was moving out of my apartment., Option1: a new apartment, Option2: a new apartment, Answer: a new apartment
Id: 1067, Sentence: I called several realtors. I was hunting for a new apartment. it was movitng out of my apartment., Option1: i, Option2: i, Answer: i
Id: 1068, Sentence: I called several realtors. I was hunting for a new apartment. it was movitng out of my apartment., Option1: i, Option2: i, Answer: i
Id: 1069, Sentence: The boy mimicked his older brother. The boy looked up to it. The boy wrestled with his older brother., Option1: his older brother, Option2: his older brother, Answer: his older brother
Id: 1070, Sentence: The boy mimicked his older brother. The boy looked up to his older brother. The boy wrestled with it., Option1: his older brother, Option2: his older brother, Answer: his older brother
Id: 1071, Sentence: The boy mimicked his older brother. The boy looked up to his older brother. The boy wrestled with it., Option1: his older brother, Option2: his older brother, Answer: his older brother
Id: 1072, Sentence: The boy broke his arm. it looked up to his older brother. The boy wrestled with his older brother., Option1: the boy, Option2: the boy, Answer: the boy
Id: 1073, Sentence: The boy broke his arm. The boy looked up to his older brother. it wrestled with his older brother., Option1: the boy, Option2: the boy, Answer: the boy
Id: 1074, Sentence: The boy broke his arm. The boy looked up to his older brother. it wrestled with his older brother., Option1: the boy, Option2: the boy, Answer: the boy
Id: 1075, Sentence: The girl desired her parent's approval. She ran away from home. it obeyed her parent's rules., Option1: she, Option2: she, Answer: she
Id: 1076, Sentence: The girl hated her parents. She obeyed her parent's rules. it ran away from home., Option1: she, Option2: she, Answer: she
Id: 1077, Sentence: The truck crashed into the motorcycle on the bridge. The motorcyclist died. it collapsed., Option1: the bridge, Option2: the bridge, Answer: the bridge
Id: 1078, Sentence: The truck crashed into the main pillar of the bridge. it collapsed. The motorcyclist died., Option1: the bridge, Option2: the bridge, Answer: the bridge
Id: 1079, Sentence: Air pollution in the city worsened. Factories increased their production. it shut down., Option1: factories, Option2: factories, Answer: factories
Id: 1080, Sentence: Air qualtity in the city improved. Factories increased their production. it shut down., Option1: factories, Option2: factories, Answer: factories
Id: 1081, Sentence: The mother scolded her daughter. Her daughter set it. Her daughter burped at the kitchen table., Option1: the kitchen table, Option2: the kitchen table, Answer: the kitchen table
Id: 1082, Sentence: The mother scolded her daughter. Her daughter set the kitchen table. it burped at the kitchen table., Option1: her daughter, Option2: her daughter, Answer: her daughter
Id: 1083, Sentence: The mother scolded her daughter. Her daughter set the kitchen table. Her daughter burped at it., Option1: the kitchen table, Option2: the kitchen table, Answer: the kitchen table
Id: 1084, Sentence: The mother praised her daughter. it set the kitchen table. Her daughter burped at the kitchen table., Option1: her daughter, Option2: her daughter, Answer: her daughter
Id: 1085, Sentence: The mother praised her daughter. Her daughter set the kitchen table. it burped at the kitchen table., Option1: her daughter, Option2: her daughter, Answer: her daughter
Id: 1086, Sentence: The mother praised her daughter. Her daughter set the kitchen table. it burped at the kitchen table., Option1: her daughter, Option2: her daughter, Answer: her daughter
Id: 1087, Sentence: I excused myself from the group. I turned off it. My phone rang., Option1: my phone, Option2: my phone, Answer: my phone
Id: 1088, Sentence: I did not get any calls. I turned off it. My phone rang., Option1: my phone, Option2: my phone, Answer: my phone
Id: 1089, Sentence: The skier slipped on the slope. She dropped her ski poles. She hit a patch of it., Option1: ice, Option2: ice, Answer: ice
Id: 1090, Sentence: The skier balanced only with her body. She dropped her ski poles. it hit a patch of ice., Option1: she, Option2: she, Answer: she
Id: 1091, Sentence: The print on the brochure was tiny. The man retrieved a pen from his pocket. The man put it on., Option1: his glasses, Option2: his glasses, Answer: his glasses
Id: 1092, Sentence: The man wanted to make a note. The man retrieved it from his pocket. The man put his glasses on., Option1: a pen, Option2: a pen, Answer: a pen
Id: 1093, Sentence: The man wanted to make a note. The man retrieved a pen from his pocket. The man put it on., Option1: his glasses, Option2: his glasses, Answer: his glasses
Id: 1094, Sentence: The man wanted to make a note. The man retrieved a pen from his pocket. The man put it on., Option1: his glasses, Option2: his glasses, Answer: his glasses
Id: 1095, Sentence: The man's watch was broken. He waited at the bus stop. it asked a stranger for tit time., Option1: he, Option2: he, Answer: he
Id: 1096, Sentence: The man arrived early. He waited at the bus stop. He asked it for the time., Option1: a stranger, Option2: a stranger, Answer: a stranger
Id: 1097, Sentence: The soldiers were concealed in the brush. They were armed with rifles. it wore camouflage uniforms., Option1: they, Option2: they, Answer: they
Id: 1098, Sentence: The soldiers had a lot of ammunition. They were armed with rifles. it wore camouflage uniforms., Option1: they, Option2: they, Answer: they
Id: 1099, Sentence: The man turned on the faucet. Water flowed from the spout. it filled with water., Option1: the toilet, Option2: the toilet, Answer: the toilet
Id: 1100, Sentence: The man flushed repeatedly. The toilet filled with water. Water flowed from it., Option1: the spout, Option2: the spout, Answer: the spout
Id: 1101, Sentence: The girl found a bug in her cereal. She lost her appetite. it poured milk in the bowl., Option1: she, Option2: she, Answer: she
Id: 1102, Sentence: The girl wanted to eat cereal. She lost her appetite. She poured milk in it., Option1: the bowl, Option2: the bowl, Answer: the bowl
Id: 1103, Sentence: The woman retired. She paid off her mortgage. She received it., Option1: her pension, Option2: her pension, Answer: her pension
Id: 1104, Sentence: The woman won the lottery. She received her pension. She paid off it., Option1: her mortgage, Option2: her mortgage, Answer: her mortgage
Id: 1105, Sentence: I wanted to conserve energy. I swept it in the unoccupied room. I shut off the light in the unoccupied room., Option1: the floor, Option2: the floor, Answer: the floor
Id: 1106, Sentence: I wanted to conserve energy. I swept the floor in the unoccupied room. I shut off it in the unoccupied room., Option1: the light, Option2: the light, Answer: the light
Id: 1107, Sentence: I wanted to conserve energy. I swept the floor in the unoccupied room. it shut off the litght itn the unoccupited room., Option1: i, Option2: i, Answer: i
Id: 1108, Sentence: My friend wanted to stay overnight. I swept the floor in the unoccupied room. I shut off it in the unoccupied room., Option1: the light, Option2: the light, Answer: the light
Id: 1109, Sentence: The hamburger meat browned. The cook froze it. it grilled it., Option1: the cook, Option2: the cook, Answer: the cook
Id: 1110, Sentence: The hamburger meat can be stored for a long time. The cook grilled it. it froze it., Option1: the cook, Option2: the cook, Answer: the cook
Id: 1111, Sentence: I doubted the salesman's pitch. it turned hits offer down. He persuaded me to buy the product., Option1: i, Option2: i, Answer: i
Id: 1112, Sentence: I salesman's pitch was very good. He persuaded me to buy the product. I turned it down., Option1: his offer, Option2: his offer, Answer: his offer
Id: 1113, Sentence: My eyes became red and puffy. I was laughing. it was sobbitng., Option1: i, Option2: i, Answer: i
Id: 1114, Sentence: My cheeks became red and puffy. I was sobbing. it was laughitng., Option1: i, Option2: i, Answer: i
Id: 1115, Sentence: The flame on the candle went out. I put a match to the wick. it blew on the witck., Option1: i, Option2: i, Answer: i
Id: 1116, Sentence: The candle lit up. I blew on the wick. I put it to the wick., Option1: a match, Option2: a match, Answer: a match
Id: 1117, Sentence: The man drank heavily at the party. He had a headache the next day. it had a runny nose tit next day., Option1: he, Option2: he, Answer: he
Id: 1118, Sentence: The man caught a cold on his way home. He had a headache the next day. He had it the next day., Option1: a runny nose, Option2: a runny nose, Answer: a runny nose
Id: 1119, Sentence: The bowling ball knocked over the bowling pins. The man rolled the bowling ball down it. The man dropped the bowling ball on his foot., Option1: the alley, Option2: the alley, Answer: the alley
Id: 1120, Sentence: The bowling ball knocked over the bowling pins. The man rolled the bowling ball down the alley. The man dropped it on his foot., Option1: the bowling ball, Option2: the bowling ball, Answer: the bowling ball
Id: 1121, Sentence: The bowling ball knocked over the bowling pins. The man rolled the bowling ball down the alley. The man dropped the bowling ball on it., Option1: his foot, Option2: his foot, Answer: his foot
Id: 1122, Sentence: The bowling ball did not knock over any bowling pins. The man dropped the bowling ball on it. The man rolled the bowling ball down the alley., Option1: his foot, Option2: his foot, Answer: his foot
Id: 1123, Sentence: The bowling ball did not knock over any bowling pins. The man dropped the bowling ball on his foot. The man rolled it down the alley., Option1: the bowling ball, Option2: the bowling ball, Answer: the bowling ball
Id: 1124, Sentence: The bowling ball did not knock over any bowling pins. The man dropped the bowling ball on his foot. The man rolled the bowling ball down it., Option1: the alley, Option2: the alley, Answer: the alley
Id: 1125, Sentence: My computer crashed. I installed new speakers. it lost all my data., Option1: i, Option2: i, Answer: i
Id: 1126, Sentence: My computer's sound didn't work. I installed new speakers. I lost it., Option1: all my data, Option2: all my data, Answer: all my data
Id: 1127, Sentence: The woman resigned from her job. She believed her superiors were acting unethically. it aspired to hold an executive position in the firm., Option1: she, Option2: she, Answer: she
Id: 1128, Sentence: The woman acquired an additional qualification for her job. She believed her superiors were acting unethically. it aspired to hold an executive position in the firm., Option1: she, Option2: she, Answer: she
Id: 1129, Sentence: The player caught the ball. Her opponent tried to intercept it. it threw it to her., Option1: her teammate, Option2: her teammate, Answer: her teammate
Id: 1130, Sentence: The player could not see the ball. Her opponent tried to intercept it. Her teammate threw it to her., Option1: it, Option2: it, Answer: it
Id: 1131, Sentence: The woman banished the children from her property. it trampled through her garden. The children hit a ball into her yard., Option1: the children, Option2: the children, Answer: the children
Id: 1132, Sentence: The woman banished the children from her property. The children trampled through her garden. it hit a ball into her yard., Option1: the children, Option2: the children, Answer: the children
Id: 1133, Sentence: The woman banished the children from her property. The children trampled through her garden. The children hit it into her yard., Option1: a ball, Option2: a ball, Answer: a ball
Id: 1134, Sentence: The children rang the bell at the woman's house. The children trampled through it. The children hit a ball into her yard., Option1: her garden, Option2: her garden, Answer: her garden
Id: 1135, Sentence: The children rang the bell at the woman's house. The children trampled through her garden. it hit a ball into her yard., Option1: the children, Option2: the children, Answer: the children
Id: 1136, Sentence: The children rang the bell at the woman's house. The children trampled through her garden. it hit a ball into her yard., Option1: the children, Option2: the children, Answer: the children
Id: 1137, Sentence: The kidnappers released the hostage. They escaped from jail. They accepted it., Option1: ransom money, Option2: ransom money, Answer: ransom money
Id: 1138, Sentence: There was a nationwide manhunt for the kidnappers. They accepted ransom money. They escaped from it., Option1: jail, Option2: jail, Answer: jail
Id: 1139, Sentence: The cook's eyes watered. He ran out of onions. it cut an onion., Option1: he, Option2: he, Answer: he
Id: 1140, Sentence: The cook went to the market. He ran out of onions. He cut it., Option1: an onion, Option2: an onion, Answer: an onion
Id: 1141, Sentence: The woman ran her finger under cold water. She burned her finger on it. She put a diamond ring on her finger., Option1: the toaster, Option2: the toaster, Answer: the toaster
Id: 1142, Sentence: The woman ran her finger under cold water. She burned her finger on the toaster. She put it on her finger., Option1: a diamond ring, Option2: a diamond ring, Answer: a diamond ring
Id: 1143, Sentence: The woman ran her finger under cold water. She burned her finger on the toaster. it put a diamond ring on her finger., Option1: she, Option2: she, Answer: she
Id: 1144, Sentence: The woman got ready for a night out. She put a diamond ring on her finger. She burned it on the toaster., Option1: her finger, Option2: her finger, Answer: her finger
Id: 1145, Sentence: The student misspelled the word. The teacher dismissed her. it corrected her., Option1: the teacher, Option2: the teacher, Answer: the teacher
Id: 1146, Sentence: The student felt sick and wanted to go home. The teacher corrected her. The teacit dismissed it., Option1: her, Option2: her, Answer: her
Id: 1147, Sentence: I regained composure from my fit of anger. it took deep breaths. My heart pounded., Option1: i, Option2: i, Answer: i
Id: 1148, Sentence: I noticed that I was very nervous. it took deep breaths. My heart pounded., Option1: i, Option2: i, Answer: i
Id: 1149, Sentence: I put my hands under the running faucet. The water splashed in my face. it rinsed off my hands., Option1: the soap, Option2: the soap, Answer: the soap
Id: 1150, Sentence: The man confessed his love for the woman. it envied him. The woman rejected him., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1151, Sentence: The man confessed his love for the woman. The woman envied him. The woman rejected it., Option1: him, Option2: him, Answer: him
Id: 1152, Sentence: The man confessed his love for the woman. The woman envied him. it rejected him., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1153, Sentence: The man showed his new car to the woman. The woman rejected it. The woman envied him., Option1: him, Option2: him, Answer: him
Id: 1154, Sentence: The man showed his new car to the woman. The woman rejected him. it envied him., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1155, Sentence: The man showed his new car to the woman. The woman rejected him. it envied him., Option1: the woman, Option2: the woman, Answer: the woman
Id: 1156, Sentence: The driver got a flat tire. He went over the speed limit. it ran over a nail., Option1: he, Option2: he, Answer: he
Id: 1157, Sentence: The driver got a ticket. He went over the speed limit. He ran over it., Option1: a nail, Option2: a nail, Answer: a nail
Id: 1158, Sentence: My view of the movie screen was blocked. The couple behind me was whispering. A tall person was sitting in front of it., Option1: me, Option2: me, Answer: me
Id: 1159, Sentence: I could not enjoy the movie's beautiful soundtrack. A tall person was sitting in front of me. it behind me was whispering., Option1: the couple, Option2: the couple, Answer: the couple
Id: 1160, Sentence: The girl refused to eat her vegetables. Her father told her to drink her milk. Her father took away it., Option1: her dessert, Option2: her dessert, Answer: her dessert
Id: 1161, Sentence: The girl was thirsty. Her father took away her dessert. it told her to drink her milk., Option1: her father, Option2: her father, Answer: her father
Id: 1162, Sentence: The woman covered her mouth with her hand. She sneezed. it exhaled., Option1: she, Option2: she, Answer: she
Id: 1163, Sentence: The woman's friend noticed her bad breath. She exhaled. it sneezed., Option1: she, Option2: she, Answer: she
Id: 1164, Sentence: The secretary put the caller on hold. it waited on the line. The caller's phone lost reception., Option1: the caller, Option2: the caller, Answer: the caller
Id: 1165, Sentence: The caller drove through a long tunnel. The caller's phone lost reception. it waited on the line., Option1: the caller, Option2: the caller, Answer: the caller
Id: 1166, Sentence: The woman walked with crutches. She broke her leg. it shaved her legs., Option1: she, Option2: she, Answer: she
Id: 1167, Sentence: The woman's legs were smooth. She shaved her legs. it broke her leg., Option1: she, Option2: she, Answer: she
Id: 1168, Sentence: I coughed. it itnhaled smoke. I lowered my voice., Option1: i, Option2: i, Answer: i
Id: 1169, Sentence: I coughed. I inhaled smoke. it lowered my voitce., Option1: i, Option2: i, Answer: i
Id: 1170, Sentence: I coughed. I inhaled smoke. it lowered my voitce., Option1: i, Option2: i, Answer: i
Id: 1171, Sentence: Only the person next to me could hear me speak. I lowered my voice. it itnhaled smoke., Option1: i, Option2: i, Answer: i
Id: 1172, Sentence: The clock chimed. It was the top of the hour. it seemed to drag on., Option1: the hour, Option2: the hour, Answer: the hour
Id: 1173, Sentence: He was tired and stared at the clock. It was the top of the hour. it seemed to drag on., Option1: the hour, Option2: the hour, Answer: the hour
Id: 1174, Sentence: The chef hit the egg on the side of the bowl. it cracked. The egg rotted., Option1: the egg, Option2: the egg, Answer: the egg
Id: 1175, Sentence: The chef hit the egg on the side of the bowl. The egg cracked. it rotted., Option1: the egg, Option2: the egg, Answer: the egg
Id: 1176, Sentence: The chef hit the egg on the side of the bowl. The egg cracked. it rotted., Option1: the egg, Option2: the egg, Answer: the egg
Id: 1177, Sentence: The chef forgot to put the egg in the fridge. it rotted. The egg cracked., Option1: the egg, Option2: the egg, Answer: the egg
Id: 1178, Sentence: The chef forgot to put the egg in the fridge. The egg rotted. it cracked., Option1: the egg, Option2: the egg, Answer: the egg
Id: 1179, Sentence: The chef forgot to put the egg in the fridge. The egg rotted. it cracked., Option1: the egg, Option2: the egg, Answer: the egg
Id: 1180, Sentence: The police searched the offender's car. They were looking for illegal drugs. They were trying to elicit it., Option1: a confession, Option2: a confession, Answer: a confession
Id: 1181, Sentence: The police tortured the suspect. They were looking for illegal drugs. it were trying to elicit a confession., Option1: they, Option2: they, Answer: they
Id: 1182, Sentence: The couple travelled south for the winter. They were separated. it were retired., Option1: they, Option2: they, Answer: they
Id: 1183, Sentence: The couple did not live together. They were retired. it were separated., Option1: they, Option2: they, Answer: they
Id: 1184, Sentence: The man felt obligated to attend the event. He promised his friend that he would go. He turned down it to go., Option1: his friend's invitation, Option2: his friend's invitation, Answer: his friend's invitation
Id: 1185, Sentence: The friend was anggry at the man. He turned down his friend's invitation to go. He promised it that he would go., Option1: his friend, Option2: his friend, Answer: his friend
Id: 1186, Sentence: The bride got cold feet before the wedding. The wedding guests brought gifts. She called it off., Option1: the wedding, Option2: the wedding, Answer: the wedding
Id: 1187, Sentence: The friends decided to share the hamburger. it ordered fries with the hamburger. They cut the hamburger in half., Option1: they, Option2: they, Answer: they
Id: 1188, Sentence: The friends decided to share the hamburger. They ordered fries with the hamburger. They cut the hamburger in it., Option1: half, Option2: half, Answer: half
Id: 1189, Sentence: The friends decided to share the hamburger. They ordered fries with the hamburger. They cut the hamburger in it., Option1: half, Option2: half, Answer: half
Id: 1190, Sentence: The son told his parents that a hamburger is not enough. They ordered fries with the hamburger. They cut it in half., Option1: the hamburger, Option2: the hamburger, Answer: the hamburger
Id: 1191, Sentence: I twisted the cap off the soda bottle. The soda leaked out. it fizzed., Option1: the soda, Option2: the soda, Answer: the soda
Id: 1192, Sentence: The soda bottle had a hole. The soda fizzed. it leaked out., Option1: the soda, Option2: the soda, Answer: the soda
Id: 1193, Sentence: The student was in a rush to get to school on time. He left his assignment at home. He brought his lunch to it., Option1: school, Option2: school, Answer: school
Id: 1194, Sentence: The student was in a rush to get to school on time. He left his assignment at home. He brought it to school., Option1: his lunch, Option2: his lunch, Answer: his lunch
Id: 1195, Sentence: The student enjoyed cooking. He brought his lunch to school. He left it at home., Option1: his assignment, Option2: his assignment, Answer: his assignment
Id: 1196, Sentence: The journalist wrote a biography about the humanitarian's life. The humanitarian was difficult for it to interview. The journalist was intrigued by the humanitarian's work., Option1: the journalist, Option2: the journalist, Answer: the journalist
Id: 1197, Sentence: The journalist wrote a biography about the humanitarian's life. The humanitarian was difficult for the journalist to interview. The journalist was intrigued by it., Option1: the humanitarian's work, Option2: the humanitarian's work, Answer: the humanitarian's work
Id: 1198, Sentence: The journalist wrote a biography about the humanitarian's life. The humanitarian was difficult for the journalist to interview. it was intrigued by the humanitarian's work., Option1: the journalist, Option2: the journalist, Answer: the journalist
Id: 1199, Sentence: The journalist did not write about the humanitarian. The humanitarian was difficult for it to interview. The journalist was intrigued by the humanitarian's work., Option1: the journalist, Option2: the journalist, Answer: the journalist
Id: 1200, Sentence: The journalist did not write about the humanitarian. The humanitarian was difficult for the journalist to interview. The journalist was intrigued by it., Option1: the humanitarian's work, Option2: the humanitarian's work, Answer: the humanitarian's work
Id: 1201, Sentence: The journalist did not write about the humanitarian. The humanitarian was difficult for the journalist to interview. it was intrigued by the humanitarian's work., Option1: the journalist, Option2: the journalist, Answer: the journalist
Id: 1202, Sentence: The man defied the authorities of the church. it was excommunicated from tit church. He donated money to the church., Option1: he, Option2: he, Answer: he
Id: 1203, Sentence: The man defied the authorities of the church. He was excommunicated from the church. it donated money to tit church., Option1: he, Option2: he, Answer: he
Id: 1204, Sentence: The man defied the authorities of the church. He was excommunicated from the church. He donated it to the church., Option1: money, Option2: money, Answer: money
Id: 1205, Sentence: The man is a long-time member of the church. it donated money to tit church. He was excommunicated from the church., Option1: he, Option2: he, Answer: he
Id: 1206, Sentence: The man is a long-time member of the church. He donated money to the church. it was excommunicated from tit church., Option1: he, Option2: he, Answer: he
Id: 1207, Sentence: The man is a long-time member of the church. He donated money to the church. it was excommunicated from tit church., Option1: he, Option2: he, Answer: he
Id: 1208, Sentence: The woman's hair fell in her face. She lathered shampoo into her hair. She pulled it back with a clip., Option1: her hair, Option2: her hair, Answer: her hair
Id: 1209, Sentence: The woman began to wash her hair. She lathered shampoo into it. She pulled her hair back with a clip., Option1: her hair, Option2: her hair, Answer: her hair
Id: 1210, Sentence: The woman began to wash her hair. She lathered shampoo into her hair. She pulled her hair back with it., Option1: a clip, Option2: a clip, Answer: a clip
Id: 1211, Sentence: The woman began to wash her hair. She lathered shampoo into her hair. She pulled her hair back with it., Option1: a clip, Option2: a clip, Answer: a clip
Id: 1212, Sentence: The ring on my finger got stuck. I chipped my fingernail. it swelled., Option1: my finger, Option2: my finger, Answer: my finger
Id: 1213, Sentence: I cut my nails. I chipped it. My finger swelled., Option1: my fingernail, Option2: my fingernail, Answer: my fingernail
Id: 1214, Sentence: I pulled the rubber band. It stretched. It flung across it., Option1: the room, Option2: the room, Answer: the room
Id: 1215, Sentence: I shot the rubber band. It stretched. It flung across it., Option1: the room, Option2: the room, Answer: the room
Id: 1216, Sentence: I pressed my hand into the wet cement. Cracks emerged in the cement. it dried in the cement., Option1: my handprint, Option2: my handprint, Answer: my handprint
Id: 1217, Sentence: The hot sun shined onto the cement all summer. it emerged in the cement. My handprint dried in the cement., Option1: cracks, Option2: cracks, Answer: cracks
Id: 1218, Sentence: The hot sun shined onto the cement all summer. Cracks emerged in the cement. My handprint dried in it., Option1: the cement, Option2: the cement, Answer: the cement
Id: 1219, Sentence: The hot sun shined onto the cement all summer. Cracks emerged in the cement. My handprint dried in it., Option1: the cement, Option2: the cement, Answer: the cement
Id: 1220, Sentence: My skin broke out into a rash. I brushed against poison ivy in my yard. I eradicated it from my yard., Option1: the poison ivy, Option2: the poison ivy, Answer: the poison ivy
Id: 1221, Sentence: I no longer broke out into a rash. it eraditcated the poitson itvy from my yard. I brushed against poison ivy in my yard., Option1: i, Option2: i, Answer: i
Id: 1222, Sentence: I no longer broke out into a rash. I eradicated the poison ivy from my yard. I brushed against poison ivy in it., Option1: my yard, Option2: my yard, Answer: my yard
Id: 1223, Sentence: I no longer broke out into a rash. I eradicated the poison ivy from my yard. it brushed agaitnst poitson itvy itn my yard., Option1: i, Option2: i, Answer: i
Id: 1224, Sentence: My subscription to the magazine expired. I discarded the new issue. I stopped receiving it., Option1: new issues, Option2: new issues, Answer: new issues
Id: 1225, Sentence: I already received a copy of the new magazine. I stopped receiving it. I discarded the new issue., Option1: new issues, Option2: new issues, Answer: new issues
Id: 1226, Sentence: I already received a copy of the new magazine. I stopped receiving new issues. it ditscarded the new itssue., Option1: i, Option2: i, Answer: i
Id: 1227, Sentence: I already received a copy of the new magazine. I stopped receiving new issues. I discarded it., Option1: the new issue, Option2: the new issue, Answer: the new issue
Id: 1228, Sentence: The detective revealed an anomaly in the case. He scrapped his theory. He finalized it., Option1: his theory, Option2: his theory, Answer: his theory
Id: 1229, Sentence: The detective found the last piece of evidence in the case. He finalized his theory. He scrapped it., Option1: his theory, Option2: his theory, Answer: his theory
Id: 1230, Sentence: The boy threw a temper tantrum. He shared his toys with his brother. His brother took his toys from it., Option1: him, Option2: him, Answer: him
Id: 1231, Sentence: The boy had someone to play with. His brother took his toys from him. He shared it with his brother., Option1: his toys, Option2: his toys, Answer: his toys
Id: 1232, Sentence: The child learned how to read. He skipped a grade in school. it began attending school., Option1: he, Option2: he, Answer: he
Id: 1233, Sentence: The child was much smaller than his classmates. He began attending school. He skipped a grade in it., Option1: school, Option2: school, Answer: school
Id: 1234, Sentence: The woman lavished her friend with flattery. She was irritated with her friend's whining. She wanted to ask her friend for it., Option1: a favor, Option2: a favor, Answer: a favor
